t,count
1663375564,0
1663375565,0
1663375566,0
1663375567,0
1663375568,0
1663375569,0
1663375570,0
1663375571,0
1663375572,4192
1663375573,4192
1663375574,4192
1663375575,4192
1663375576,7095
1663375577,7095
1663375578,7095
1663375579,7095
1663375580,10185
1663375581,10185
1663375582,10185
1663375583,12627
1663375584,12627
1663375585,12627
1663375586,15043
1663375587,15043
1663375588,15043
1663375589,15043
1663375590,18468
1663375591,19093
1663375592,19151
1663375593,19151
1663375594,19151
1663375595,19151
1663375596,19151
1663375597,19151
1663375598,19151
1663375599,21510
1663375600,21510
1663375601,23609
1663375602,23619
