t,count
1663352766,0
1663352767,0
1663352768,0
1663352769,0
1663352770,0
1663352771,0
1663352772,0
1663352773,0
1663352774,0
1663352775,0
1663352776,0
1663352777,0
1663352778,0
1663352779,0
1663352780,8506
1663352781,8506
1663352782,8506
1663352783,8506
1663352784,8506
1663352785,11959
1663352786,12021
1663352787,12021
1663352788,12021
1663352789,14353
1663352790,14353
1663352791,14353
1663352792,14353
1663352793,14353
1663352794,14353
1663352795,17214
1663352796,17214
1663352797,17214
1663352798,19838
1663352799,20065
1663352800,20307
1663352801,20664
1663352802,20775
1663352803,20775
1663352804,20775
1663352805,20775
1663352806,22743
1663352807,23878
1663352807,23878
