t,count
1663354732,0
1663354733,0
1663354734,0
1663354735,0
1663354736,0
1663354737,0
1663354738,0
1663354739,0
1663354740,0
1663354741,0
1663354742,9466
1663354743,9466
1663354744,9466
1663354745,9466
1663354746,14403
1663354747,14403
1663354748,14403
1663354749,17983
1663354750,17983
1663354751,17983
1663354752,17983
1663354753,17983
1663354754,22872
1663354755,22872
1663354756,22872
1663354757,28817
1663354758,29356
1663354759,29934
1663354760,30752
1663354761,31399
1663354762,31399
1663354763,31399
1663354764,31399
1663354765,34593
1663354766,34593
1663354766,37052
