t,count
1663417068,0
1663417069,0
1663417070,0
1663417071,0
1663417072,0
1663417073,0
1663417074,0
1663417075,0
1663417076,0
1663417077,0
1663417078,0
1663417079,0
1663417080,7755
1663417081,7755
1663417082,7755
1663417083,7755
1663417084,7755
1663417085,7755
1663417086,13315
1663417087,13315
1663417088,13315
1663417089,13315
1663417090,13315
1663417091,13315
1663417092,13315
1663417093,13315
1663417094,13315
1663417095,21071
1663417096,21071
1663417097,21071
1663417098,21071
1663417099,21071
1663417100,21071
1663417101,21071
1663417102,27167
1663417103,27167
1663417104,27167
1663417105,27167
1663417106,27167
1663417107,27167
1663417108,33476
1663417109,33476
1663417110,33476
1663417111,33476
1663417112,33476
1663417113,33476
1663417114,33476
1663417115,33476
1663417116,33476
1663417117,33476
1663417118,41272
1663417119,41531
1663417120,42184
1663417121,42508
1663417122,42508
1663417123,42508
1663417124,42508
1663417125,42508
1663417126,42508
1663417127,42508
1663417128,42508
1663417129,42508
1663417130,42508
1663417131,42508
1663417132,42508
1663417133,42508
1663417134,48703
1663417135,48703
1663417136,48703
1663417137,48703
1663417138,48703
1663417139,48703
1663417140,54604
1663417141,54617
