t,value
1663370852,37360328
1663370853,37530176
1663370854,37649240
1663370855,37752336
1663370856,39745232
1663370857,48470704
1663370858,61369016
1663370859,68693216
1663370860,75499960
1663370861,76252896
1663370862,76905320
1663370863,77092464
1663370864,84480224
1663370865,85216304
1663370866,84936496
1663370867,86101816
1663370868,87674248
1663370869,87766728
1663370870,88003280
1663370871,88082640
1663370872,87884960
1663370873,87465424
1663370874,90311328
1663370875,90918440
1663370876,90997432
1663370877,91906456
1663370878,92790024
1663370879,92978000
1663370880,93313984
1663370881,93737176
1663370882,94785568
1663370883,94409640
1663370884,95555976
1663370885,95848232
1663370886,95871400
1663370887,97168920
1663370888,96950168
1663370889,97361936
1663370890,97827672
1663370891,98038752
1663370891,98244688
