t,value
1663422652,37464056
1663422653,37658768
1663422654,37783944
1663422655,37910928
1663422656,47285792
1663422657,60269744
1663422658,72225928
1663422659,75967856
1663422660,76759480
1663422661,82054704
1663422662,85269944
1663422663,86568936
1663422664,88255096
1663422665,87545120
1663422666,87904048
1663422667,91748144
1663422668,92847696
1663422669,93011608
1663422670,93776552
1663422671,94516664
1663422672,94896464
1663422673,95766424
1663422674,95803184
1663422675,96931376
1663422676,98077848
1663422677,99041136
1663422678,99734888
1663422679,100579464
1663422680,101046592
