t,value
1663355662,37431936
1663355663,37596704
1663355664,37750376
1663355665,37840464
1663355666,41089552
1663355667,50126184
1663355668,62351648
1663355669,71771248
1663355670,75967912
1663355671,76596064
1663355672,77155200
1663355673,79757832
1663355674,80827904
1663355675,80687248
1663355676,80891048
1663355677,80911912
1663355678,83796592
1663355679,84382856
1663355680,84966016
1663355681,85754544
1663355682,86020456
1663355683,87575040
1663355684,88498184
1663355685,89936424
1663355686,90313872
1663355687,90499608
1663355688,91223840
1663355689,91438072
1663355690,92124376
