t,value
1663427279,37487592
1663427280,37661536
1663427281,37807192
1663427282,39036032
1663427283,50743768
1663427284,63767160
1663427285,75802544
1663427286,76810592
1663427287,77639952
1663427288,80240576
1663427289,81266072
1663427290,81076632
1663427291,81693768
1663427292,84662224
1663427293,84740520
1663427294,85735160
1663427295,85844800
1663427296,86447592
1663427297,86504544
1663427298,86783760
1663427299,87890984
1663427300,90084504
1663427301,91110096
1663427302,91792624
1663427303,91807824
1663427304,92465168
1663427305,92514544
1663427306,93290736
