t,value
1663367094,37364920
1663367095,37570216
1663367096,37677192
1663367097,37767880
1663367098,47554408
1663367099,60898360
1663367100,72895696
1663367101,76222856
1663367102,77068920
1663367103,78086136
1663367104,81292096
1663367105,81612480
1663367106,84558040
1663367107,85332944
1663367108,85008392
1663367109,85702416
1663367110,86653808
1663367111,86898648
1663367112,87426136
1663367113,89393512
1663367114,90945336
1663367115,91348400
1663367116,92613624
1663367117,93636240
1663367118,94326824
1663367119,94507000
