t,value
1663360723,37396720
1663360724,37565992
1663360725,37691440
1663360726,37766560
1663360727,40192592
1663360728,45792288
1663360729,50852320
1663360730,60517120
1663360731,66255368
1663360732,73949792
1663360733,75856656
1663360734,75647112
1663360735,77936896
1663360736,83434168
1663360737,83993208
1663360738,85394136
1663360739,86515104
1663360740,86866136
1663360741,87093496
1663360742,87162184
1663360743,89879368
1663360744,90241120
1663360745,91455296
1663360746,92080488
1663360747,92628592
1663360748,93544696
1663360749,94032800
1663360750,94728928
1663360751,94809496
1663360752,95936096
1663360753,96817320
1663360754,97137392
1663360754,97193960
