t,value
1663427732,37552056
1663427733,37757072
1663427734,37865520
1663427735,37971808
1663427736,47970312
1663427737,61242288
1663427738,72825248
1663427739,76351752
1663427740,76685928
1663427741,76655672
1663427742,76665848
1663427743,76684712
1663427744,76718544
1663427745,78242848
1663427746,82895448
1663427747,82485664
1663427748,82788488
1663427749,84928352
1663427750,85124256
1663427751,85135720
1663427752,85160168
1663427753,90373712
1663427754,90011872
1663427755,90041712
1663427756,91661104
1663427757,91859600
1663427758,91906192
1663427759,92407736
