t,value
1663370763,37541384
1663370764,37772144
1663370765,37871608
1663370766,37918424
1663370767,42909952
1663370768,55175784
1663370769,63088552
1663370770,72923480
1663370771,76382920
1663370772,77136264
1663370773,76953336
1663370774,84008872
1663370775,84757912
1663370776,85285816
1663370777,87782312
1663370779,87987376
1663370779,88267384
1663370780,88518208
1663370781,88577552
1663370782,88580752
1663370783,90923008
1663370784,91163512
1663370785,92342344
1663370786,92909632
1663370787,93089056
1663370788,93535304
1663370789,94213624
1663370790,95147936
1663370791,96184392
1663370792,96435208
1663370793,96461904
1663370794,97601784
1663370795,97701224
1663370796,98168184
1663370797,97526416
1663370798,97865600
1663370799,97968368
