t,value
1663380477,37431928
1663380478,37599488
1663380479,37701264
1663380480,37815768
1663380481,47291088
1663380482,60138136
1663380483,72629456
1663380484,76578760
1663380485,77372056
1663380486,83545864
1663380487,85734208
1663380488,87082112
1663380489,88100336
1663380490,88328688
1663380491,88606616
1663380492,88665744
1663380493,89299264
1663380494,91976136
1663380495,92710664
1663380496,94077856
1663380497,94470080
1663380498,95456104
1663380499,97063560
1663380500,96426800
1663380501,96987424
1663380502,96997984
1663380503,97422936
1663380504,98072440
1663380505,98658136
1663380505,99204504
