t,value
1663364503,37353952
1663364504,37597800
1663364505,37655968
1663364506,38947160
1663364507,50175136
1663364508,63002728
1663364509,74135384
1663364510,75902944
1663364511,76681880
1663364512,85390656
1663364513,86225040
1663364514,87175728
1663364515,87571744
1663364516,87955432
1663364517,91277664
1663364518,92018136
1663364519,92436272
1663364520,93451360
1663364521,94553544
1663364522,95058480
1663364523,96267296
1663364524,96008584
1663364525,96703336
1663364526,97372856
1663364527,97400760
1663364528,98544920
1663364529,99310936
1663364530,99947992
1663364531,100329544
