t,value
1663354274,50039000
1663354275,53139864
1663354276,54532752
1663354277,56367752
1663354278,57743984
1663354279,99942544
1663354280,132581128
1663354281,61126096
1663354282,126639664
1663354283,157587536
1663354284,91698664
1663354285,88153560
1663354286,168419032
1663354287,235892672
1663354288,243000592
1663354289,244621936
1663354290,261419840
1663354291,305476856
1663354292,271738440
1663354293,163344720
1663354294,153035160
1663354295,109125208
1663354296,145854176
1663354297,352350384
1663354298,256894328
1663354299,265356016
1663354299,284596880
