t,value
1663425020,98404280
1663425021,101088984
1663425022,102886760
1663425023,103789752
1663425024,77026944
1663425025,194604088
1663425026,181853664
1663425027,236384264
1663425028,499929280
1663425029,603760808
1663425030,898593144
1663425031,1040105264
1663425032,599305688
1663425033,1038522256
1663425034,848066344
1663425035,1928107616
1663425036,1224299880
1663425037,1338029472
1663425038,315334816
1663425039,1407255216
1663425040,1676621904
1663425041,1687254544
1663425042,1833949416
1663425043,546313040
1663425044,2041092144
1663425045,670455920
1663425046,2139094472
1663425047,452053712
