t,value
1663362930,113838120
1663362931,116522824
1663362932,118320600
1663362933,119215384
1663362934,86851632
1663362935,190380640
1663362936,146024920
1663362937,114237680
1663362938,291382080
1663362939,290211272
1663362940,305357080
1663362941,199255776
1663362942,404326432
1663362943,526418168
1663362944,167953864
1663362945,169485744
1663362946,183339424
1663362947,333507608
1663362948,492437264
1663362949,178369080
1663362950,504546416
1663362951,706614440
1663362952,760646080
1663362953,204310352
1663362954,258694408
1663362955,384849184
1663362956,369810000
1663362957,430714344
1663362957,438443856
