t,value
1663378295,115226384
1663378296,117911112
1663378297,119708888
1663378298,124183096
1663378299,80724408
1663378300,200129680
1663378301,143961528
1663378302,622521184
1663378303,747293976
1663378304,946885808
1663378305,197700584
1663378306,847802632
1663378307,1132250136
1663378308,1223611960
1663378309,794297456
1663378310,376418648
1663378311,1315768576
1663378312,556720152
1663378313,645615024
1663378314,647032720
1663378315,648458192
1663378316,649892608
1663378317,1298195968
1663378318,888921056
1663378319,871380768
1663378320,1408380200
1663378321,842442632
1663378322,1376558448
1663378323,1507688160
1663378324,689867200
1663378325,324148720
1663378326,400832360
1663378327,726658648
1663378328,1048355016
1663378329,1181252880
1663378330,1182660632
1663378331,1184074760
1663378332,1208425968
1663378333,1209808688
1663378334,1211216464
1663378335,514154800
1663378336,1018145656
1663378337,792335400
1663378338,935334696
1663378339,1413938904
1663378340,651109248
1663378341,1057647544
