t,value
1663364990,115319184
1663364991,118003888
1663364992,119801664
1663364993,120704656
1663364994,93377088
1663364995,210945880
1663364996,190194128
1663364997,132698848
1663364998,406062944
1663364999,458043664
1663365000,646700088
1663365001,255002480
1663365002,627781320
1663365003,167620296
1663365004,365451608
1663365005,440475592
1663365006,460261272
1663365007,353178992
1663365008,392261464
1663365009,573146424
1663365010,512443944
1663365011,497697920
1663365012,624876464
1663365013,848651520
1663365014,314678888
1663365015,425197144
1663365016,426965992
1663365017,392188272
1663365018,699631296
1663365019,480474672
1663365020,420026336
1663365020,730057624
