t,value
1663352000,99826024
1663352001,101839784
1663352002,103190192
1663352003,104540600
1663352004,106570320
1663352005,114767256
1663352006,81724312
1663352007,109986984
1663352008,137960112
1663352009,171764584
1663352010,208398832
1663352011,282495616
1663352012,123971632
1663352013,235631576
1663352014,159536240
1663352015,161271744
1663352016,231339184
1663352017,135888720
1663352018,223867552
1663352019,178683536
1663352020,210741472
1663352021,161901736
1663352022,343739776
1663352023,360103504
1663352024,367368312
1663352025,122657680
1663352026,207290312
1663352027,343846216
1663352028,112705288
1663352029,280267920
1663352030,300640656
1663352031,328494576
1663352032,373701624
1663352033,146396120
1663352034,166259760
1663352035,173947656
1663352036,103543616
1663352037,127887504
1663352038,238500392
1663352038,241166592
