t,value
1663368819,96513720
1663368820,99198480
1663368821,100996256
1663368822,101899248
1663368823,73849792
1663368824,140887776
1663368825,296323128
1663368826,132929752
1663368827,134046192
1663368828,139440984
1663368829,141674032
1663368830,142790472
1663368831,143906912
1663368832,145023352
1663368833,160025472
1663368834,186733792
1663368835,198501040
1663368836,716467712
1663368837,657457880
1663368838,190907128
1663368839,241472520
1663368840,293448760
1663368841,375100440
1663368842,828287480
1663368842,876377408
