t,value
1663363241,114992968
1663363242,117677672
1663363243,119475448
1663363244,120378440
1663363245,98188184
1663363246,177293448
1663363247,252488584
1663363248,123886264
1663363249,391638512
1663363250,570179872
1663363251,259114256
1663363252,342506792
1663363253,329297344
1663363254,647259232
1663363255,566067128
1663363256,714484024
1663363257,548702088
1663363258,195426408
1663363259,596652024
1663363260,624501392
1663363261,625847072
1663363262,667091664
1663363263,623542864
1663363264,328850408
1663363265,414734168
1663363266,263325416
1663363267,568786416
1663363268,805113880
1663363269,405078280
1663363270,481892784
1663363271,524924344
1663363272,579920136
1663363273,737993312
1663363274,739403416
1663363275,577387976
1663363276,503922744
1663363277,626941736
1663363278,814029080
1663363279,472351888
1663363279,477758824
