t,value
1663436643,115989088
1663436644,118673824
1663436645,120471600
1663436646,122261168
1663436647,89010424
1663436648,207233024
1663436649,192455272
1663436650,492443328
1663436651,1280024496
1663436652,1214226152
1663436653,499608448
1663436654,932923712
1663436655,718323216
1663436656,1202889264
1663436657,2154514320
1663436658,1042115120
1663436659,827905544
1663436660,921795864
1663436661,923292056
1663436662,926032488
1663436663,403681952
1663436664,1354481944
1663436665,1666083616
1663436666,1180359416
1663436667,708308168
1663436668,723535088
1663436669,1645797936
1663436670,1710359736
1663436671,1919654312
1663436672,2094918080
1663436673,2096340664
1663436674,2468779808
1663436675,1786310008
1663436676,2347675896
1663436677,1758672240
1663436678,1265329136
1663436678,709608200
