t,count
1663372209,0
1663372210,0
1663372211,0
1663372212,0
1663372213,0
1663372214,0
1663372215,0
1663372216,0
1663372217,11926
1663372218,11926
1663372219,11926
1663372220,18694
1663372221,18847
1663372222,18847
1663372223,20461
1663372224,24772
1663372225,24772
1663372226,24772
1663372227,24772
1663372228,24772
1663372229,32809
1663372230,32809
1663372231,32809
1663372232,38816
1663372233,39545
1663372234,40607
1663372235,41513
1663372236,41513
1663372237,41513
1663372238,42759
1663372239,42759
1663372240,48254
1663372241,48300
1663372242,53247
1663372242,53247
