t,count
1663360994,0
1663360995,0
1663360996,0
1663360997,0
1663360998,0
1663360999,0
1663361000,0
1663361001,0
1663361002,0
1663361003,0
1663361004,0
1663361005,0
1663361006,0
1663361007,7443
1663361008,7443
1663361009,7443
1663361010,7443
1663361011,11016
1663361012,11103
1663361013,11103
1663361014,11103
1663361015,11103
1663361016,14303
1663361017,14303
1663361018,14303
1663361019,14303
1663361020,14303
1663361021,14303
1663361022,17585
1663361023,17585
1663361024,17585
1663361025,17585
1663361026,20763
1663361027,20939
1663361028,21170
1663361029,21756
1663361030,21956
1663361031,21956
1663361032,21956
1663361033,21956
1663361034,21956
1663361035,24265
1663361036,24293
1663361037,24293
1663361038,26365
