t,count
1663366836,0
1663366837,0
1663366838,0
1663366839,0
1663366840,0
1663366841,0
1663366842,0
1663366843,0
1663366844,0
1663366845,18623
1663366846,18623
1663366847,18623
1663366848,28151
1663366849,28529
1663366850,28529
1663366851,28529
1663366852,38496
1663366853,38496
1663366854,38496
1663366855,40391
1663366856,40391
1663366857,40391
1663366858,50315
1663366859,50315
1663366860,50315
1663366861,50315
1663366862,63270
1663366863,64388
1663366864,65086
1663366865,65086
1663366866,66748
1663366867,66748
1663366868,74532
1663366869,74621
1663366870,81384
1663366871,81431
