t,count
1663374001,0
1663374002,0
1663374003,0
1663374004,0
1663374005,0
1663374006,0
1663374007,0
1663374008,0
1663374009,16432
1663374010,16432
1663374011,16432
1663374012,24803
1663374013,25132
1663374014,25132
1663374015,33035
1663374016,33035
1663374017,33035
1663374018,34442
1663374019,34442
1663374020,41850
1663374021,41850
1663374022,41850
1663374023,44052
1663374024,50953
1663374025,52779
1663374026,54298
1663374027,55677
1663374028,56778
1663374029,56778
1663374030,56778
1663374031,56778
1663374032,63416
1663374033,63454
1663374034,69445
