t,count
1663431910,0
1663431913,0
1663431916,0
1663431919,6265319939
1663431922,6265319939
1663431925,11129943222
1663431928,11129943222
1663431931,17770344554
1663431934,17770344554
1663431937,17770344554
1663431940,17770344554
1663431943,17770344554
1663431946,23714527174
1663431949,23714527174
1663431952,31178730676
1663431955,32010296553
1663431958,32010296553
1663431961,32010296553
1663431964,36472792184
1663431967,36472792184
1663431970,41579034357
1663431973,41579034357
1663431973,46564191724
