t,count
1663432598,0
1663432601,0
1663432604,0
1663432607,6559867270
1663432610,6559867270
1663432613,11546059652
1663432616,11546059652
1663432619,11546059652
1663432622,18836006688
1663432625,18836006688
1663432628,18836006688
1663432631,18836006688
1663432634,18836006688
1663432637,25275473505
1663432640,25275473505
1663432643,32919248122
1663432646,33235265518
1663432649,33235265518
1663432652,38087886030
1663432655,38087886030
1663432658,43961920488
1663432661,43961920488
1663432661,49302290244
