t,value
1663433397,4500000000
1663433398,4560000000
1663433399,4590000000
1663433400,4710000000
1663433401,7350000000
1663433402,10310000000
1663433403,12030000000
1663433404,13860000000
1663433405,15010000000
1663433406,15340000000
1663433407,15370000000
1663433408,15400000000
1663433409,15560000000
1663433410,17320000000
1663433411,19590000000
1663433412,20610000000
1663433413,22510000000
1663433414,23840000000
1663433415,24860000000
1663433416,26400000000
1663433417,27250000000
1663433418,28600000000
1663433419,29620000000
1663433420,30840000000
1663433421,31880000000
1663433422,32920000000
1663433423,33680000000
