t,value
1663354377,4100000000
1663354378,4160000000
1663354379,4190000000
1663354380,4230000000
1663354381,4270000000
1663354382,4650000000
1663354383,5850000000
1663354384,6800000000
1663354385,7750000000
1663354386,8690000000
1663354387,9810000000
1663354388,10520000000
1663354389,11000000000
1663354390,12120000000
1663354391,12810000000
1663354392,12960000000
1663354393,13460000000
1663354394,14450000000
1663354395,15300000000
1663354396,16420000000
1663354397,17670000000
1663354398,17830000000
1663354399,18240000000
1663354400,18440000000
1663354401,19230000000
1663354402,20190000000
1663354403,20590000000
1663354404,20660000000
