t,value
1663353791,4150000000
1663353792,4200000000
1663353793,4230000000
1663353794,4260000000
1663353795,4290000000
1663353796,4720000000
1663353797,5640000000
1663353798,6540000000
1663353799,7250000000
1663353800,7820000000
1663353801,8770000000
1663353802,10180000000
1663353803,10940000000
1663353804,11750000000
1663353805,12690000000
1663353806,13360000000
1663353807,13380000000
1663353808,13530000000
1663353809,14440000000
1663353810,15410000000
1663353811,16600000000
1663353812,17730000000
1663353813,18080000000
1663353814,18160000000
1663353815,18580000000
1663353816,19480000000
1663353817,20390000000
1663353818,20960000000
1663353819,21790000000
