t,value
1663436783,4510000000
1663436784,4560000000
1663436785,4590000000
1663436786,4870000000
1663436787,7510000000
1663436788,10460000000
1663436789,12340000000
1663436790,15580000000
1663436791,15640000000
1663436792,17760000000
1663436793,20980000000
1663436794,22300000000
1663436795,22350000000
1663436796,25680000000
1663436797,28820000000
1663436798,31540000000
1663436799,34520000000
1663436800,36130000000
1663436801,38490000000
1663436802,40550000000
1663436803,42330000000
1663436804,44770000000
