t,value
1663434791,4960000000
1663434792,5020000000
1663434793,5040000000
1663434794,5080000000
1663434795,6780000000
1663434796,8480000000
1663434797,10940000000
1663434798,13780000000
1663434799,15900000000
1663434800,17380000000
1663434801,18670000000
1663434802,21680000000
1663434803,23880000000
1663434804,25350000000
1663434805,27190000000
1663434806,29230000000
1663434807,31250000000
1663434808,33310000000
1663434809,34520000000
1663434810,34530000000
1663434811,34540000000
1663434812,34550000000
1663434813,37360000000
1663434814,39610000000
1663434815,41640000000
1663434816,44480000000
1663434817,46860000000
1663434818,49410000000
1663434819,51440000000
1663434820,54090000000
1663434821,55950000000
1663434822,59060000000
1663434823,60330000000
1663434824,61590000000
1663434825,62620000000
1663434826,64140000000
1663434827,66190000000
1663434828,68240000000
1663434829,70610000000
1663434830,72680000000
1663434831,74690000000
1663434832,76500000000
1663434832,76520000000
