t,value
1663430389,4440000000
1663430390,4490000000
1663430391,4530000000
1663430392,4880000000
1663430393,7610000000
1663430394,10720000000
1663430395,12880000000
1663430396,16390000000
1663430397,17720000000
1663430398,20670000000
1663430399,23170000000
1663430400,24570000000
1663430401,28430000000
1663430402,29620000000
1663430403,31600000000
1663430404,34890000000
1663430405,38780000000
1663430406,39980000000
1663430407,43890000000
1663430408,47040000000
1663430409,49270000000
1663430410,50350000000
1663430411,50510000000
1663430412,54050000000
1663430413,57110000000
1663430414,57600000000
