t,count
1663360848,0
1663360849,0
1663360850,0
1663360851,0
1663360852,0
1663360853,0
1663360854,0
1663360855,0
1663360856,0
1663360857,0
1663360858,0
1663360859,0
1663360860,0
1663360861,3568854515
1663360862,3568854515
1663360863,3568854515
1663360864,3568854515
1663360865,4990026283
1663360866,5033897935
1663360867,5033897935
1663360868,5033897935
1663360869,6762489224
1663360870,6762489224
1663360871,6762489224
1663360872,6762489224
1663360873,6762489224
1663360874,6762489224
1663360875,8420691797
1663360876,8420691797
1663360877,8420691797
1663360878,10300126554
1663360879,10428800748
1663360880,10694374364
1663360881,10736726656
1663360882,10736726656
1663360883,11930246907
1663360884,13263509720
1663360885,13272168415
1663360886,14511085607
1663360886,14517854729
