t,count
1663428730,0
1663428731,0
1663428732,0
1663428733,0
1663428734,0
1663428735,0
1663428736,0
1663428737,0
1663428738,6144463576
1663428739,6144463576
1663428740,6144463576
1663428741,10550516531
1663428742,10550516531
1663428743,10550516531
1663428744,16183671866
1663428745,16183671866
1663428746,16183671866
1663428747,16183671866
1663428748,16183671866
1663428749,20876470673
1663428750,20876470673
1663428751,20876470673
1663428752,25241394384
1663428753,27959373788
1663428754,28578222502
1663428755,28578222502
1663428756,29756113510
1663428757,29756113510
1663428758,34301135029
1663428759,35315140474
1663428760,38102024506
