t,count
1663378048,0
1663378049,0
1663378050,0
1663378051,0
1663378052,0
1663378053,0
1663378054,0
1663378055,0
1663378056,4399503930
1663378057,4399503930
1663378058,4399503930
1663378059,7225129224
1663378060,8223968781
1663378061,9712058272
1663378062,9712058272
1663378063,9712058272
1663378064,9712058272
1663378065,11298569092
1663378066,12787996899
1663378067,12787996899
1663378068,16554736654
1663378069,17154628486
1663378070,17476579831
1663378071,17476579831
1663378072,17476579831
1663378073,18518745338
1663378074,20902461560
1663378075,20902461560
1663378076,23100161610
