t,count
1663351954,0
1663351955,0
1663351956,0
1663351957,0
1663351958,0
1663351959,0
1663351960,0
1663351961,0
1663351962,0
1663351963,0
1663351964,0
1663351965,0
1663351966,0
1663351967,0
1663351968,3054232896
1663351969,3054232896
1663351970,3054232896
1663351971,3054232896
1663351972,4139416817
1663351973,4182441901
1663351974,4182441901
1663351975,4919751271
1663351976,4919751271
1663351977,4919751271
1663351978,4919751271
1663351979,4919751271
1663351980,5731956160
1663351981,5731956160
1663351982,5731956160
1663351983,6653311725
1663351984,6791539950
1663351985,6911751578
1663351986,7078273443
1663351987,7123041642
1663351988,7123041642
1663351989,7123041642
1663351990,7795391087
1663351991,8322289751
1663351991,8336759194
