t,count
1663353493,0
1663353494,0
1663353495,0
1663353496,0
1663353497,0
1663353498,0
1663353499,0
1663353500,0
1663353501,0
1663353502,0
1663353503,0
1663353504,0
1663353505,0
1663353506,0
1663353507,3429794439
1663353508,3429794439
1663353509,3429794439
1663353510,3429794439
1663353511,3429794439
1663353512,3429794439
1663353513,3429794439
1663353514,5607202192
1663353515,5607202192
1663353516,5607202192
1663353517,5607202192
1663353518,5607202192
1663353519,5607202192
1663353520,5607202192
1663353521,7377058992
1663353522,7377058992
1663353523,7377058992
1663353524,7377058992
1663353525,9518646603
1663353526,9703801647
1663353527,9819999455
1663353528,9982477495
1663353529,10029460308
1663353530,10029460308
1663353531,10029460308
1663353532,10029460308
1663353533,11610650402
1663353534,11610650402
