t,value
1663367928,96429416
1663367929,99114120
1663367930,100911896
1663367931,101814888
1663367932,117167728
1663367933,99318208
1663367934,191108464
1663367935,164816832
1663367936,381307768
1663367937,131388024
1663367938,132682720
1663367939,126726824
1663367940,163821456
1663367941,832451528
1663367942,129491912
1663367943,280114472
1663367944,368681208
1663367945,370049080
1663367946,371417168
1663367947,638557752
1663367948,654793976
1663367949,195019336
1663367950,403669160
1663367951,806309320
1663367952,865363760
1663367953,908696576
1663367954,988317216
1663367955,991948952
1663367956,1080333520
1663367957,174973456
1663367958,398968824
1663367959,890437976
1663367960,922883344
1663367960,948225768
