t,value
1663380380,116106328
1663380381,118791032
1663380382,120588808
1663380383,121491800
1663380384,144677808
1663380385,190988208
1663380386,173083064
1663380387,334660928
1663380388,302437864
1663380389,604089344
1663380390,1174649008
1663380391,449891656
1663380392,178762744
1663380393,247853232
1663380394,251317816
1663380395,838057072
1663380396,538951456
1663380397,687556496
1663380398,1210346232
1663380399,1303517912
1663380400,1456479048
1663380401,1083003096
1663380402,1243641672
1663380403,867074768
1663380404,573153984
