t,value
1663365309,117083832
1663365310,119768536
1663365311,121566312
1663365312,122469304
1663365313,144956656
1663365314,191399904
1663365315,168194328
1663365316,207019024
1663365317,575951472
1663365318,662111856
1663365319,135132056
1663365320,188845280
1663365321,196264336
1663365322,263605112
1663365323,529992176
1663365324,636134184
1663365325,796796072
1663365326,559400688
1663365327,630718200
1663365328,713544248
1663365329,864995840
1663365330,880763144
1663365331,715863904
1663365332,342720560
