t,value
1663432317,97466696
1663432318,100151376
1663432319,101949152
1663432320,102852144
1663432321,64069080
1663432322,174412448
1663432323,118151624
1663432324,304008656
1663432325,395157248
1663432326,509922480
1663432327,167893024
1663432328,298876728
1663432329,412440080
1663432330,580291008
1663432331,154363552
1663432332,1207674328
1663432333,490074088
1663432334,1437321072
1663432335,1474800016
1663432336,1476240568
1663432337,1489323856
1663432338,1763692328
1663432339,1234913016
1663432340,546897736
1663432341,1557790384
1663432342,604442248
1663432343,2096885248
1663432344,767654576
1663432345,1407515144
1663432346,1681364616
1663432347,1905639560
1663432348,2070169248
1663432349,2071554896
1663432350,2072949024
1663432351,850991104
1663432352,2356731016
1663432353,381384680
1663432354,1167351576
1663432355,2521651392
1663432356,1284068784
1663432357,1493789152
