t,value
1663374704,116660064
1663374705,119344768
1663374706,121142544
1663374707,124730136
1663374708,102381488
1663374709,212849312
1663374710,155300584
1663374711,375431096
1663374712,253507528
1663374713,381674512
1663374714,711385520
1663374715,614601936
1663374716,719038152
1663374717,535588640
1663374718,1094718688
1663374719,517477416
1663374720,1059260304
1663374721,783869512
1663374722,898072824
1663374723,994131224
1663374724,1149122632
1663374725,1207281528
1663374726,1226287504
1663374727,900466416
1663374727,930439328
