t,value
1663376876,96600656
1663376877,99293544
1663376878,101091320
1663376879,104678824
1663376880,93402904
1663376881,203415800
1663376882,205128640
1663376883,493946672
1663376884,487405664
1663376885,230136648
1663376886,720966032
1663376887,963852752
1663376888,833533200
1663376889,744095440
1663376890,1299711432
1663376891,1368551920
1663376892,1370039976
1663376893,1380483152
1663376894,1381979232
1663376895,811549944
1663376896,777827144
1663376897,933927456
1663376898,542934040
1663376899,1546505368
1663376900,1523658072
1663376901,1218539512
1663376902,512778608
1663376903,659944744
1663376904,720207008
1663376905,935000144
1663376906,660819128
1663376907,672009152
1663376908,725208968
1663376909,1449645136
1663376910,1577352064
1663376911,375308616
1663376912,851489616
