t,value
1663363112,115346128
1663363113,118030856
1663363114,119828632
1663363115,120731624
1663363116,86144184
1663363117,141999112
1663363118,229893248
1663363119,167247944
1663363120,218507600
1663363121,476732232
1663363122,453492856
1663363123,568167240
1663363124,280251256
1663363125,705446616
1663363126,724911832
1663363127,223630736
1663363128,448192040
1663363129,666255032
1663363130,667701160
1663363131,701245264
1663363132,515830728
1663363133,317469720
1663363134,280951456
1663363136,430625184
1663363136,291334976
1663363137,433481488
1663363138,467091320
1663363139,521226592
1663363140,648141200
1663363141,680476416
1663363142,239671800
1663363143,268401048
1663363144,471646536
1663363145,216744640
