t,value
1663353348,97649664
1663353349,100334432
1663353350,102132208
1663353351,103035200
1663353352,104824768
1663353353,89588320
1663353354,127297744
1663353355,101909800
1663353356,167632744
1663353357,192774832
1663353358,228986848
1663353359,103182648
1663353360,161673128
1663353361,102172968
1663353362,98534344
1663353363,270080544
1663353364,280735216
1663353365,323404840
1663353366,277111832
1663353367,219398896
1663353368,232568648
1663353369,234764912
1663353371,88584336
1663353371,109595560
1663353372,184674800
1663353373,381195576
1663353374,341118304
1663353375,211390072
1663353376,365820544
1663353377,367836608
1663353378,156376240
1663353379,165935568
1663353380,178072224
1663353381,214130904
1663353382,232830296
1663353383,264827376
1663353384,114863528
1663353385,116538104
1663353385,118556744
