t,value
1663370534,115075632
1663370535,117760360
1663370536,119558136
1663370537,120461128
1663370538,136577560
1663370539,138903440
1663370540,173041416
1663370541,296357504
1663370542,260446600
1663370543,164913520
1663370544,347348448
1663370545,601693392
1663370546,220756544
1663370547,271181328
1663370548,618014408
1663370549,632091120
1663370550,633458192
1663370551,761083408
1663370552,591379056
1663370553,860076608
1663370554,918627616
1663370555,1101211536
1663370556,1136986880
1663370557,293866248
1663370558,344144224
1663370559,409524256
1663370560,1128714176
1663370561,723835680
1663370561,352461184
