t,value
1663437714,116112856
1663437715,118797584
1663437716,120595360
1663437717,125773552
1663437718,109600840
1663437719,214248856
1663437720,205283216
1663437721,651587304
1663437722,364081472
1663437723,725358304
1663437724,835484024
1663437725,728479128
1663437726,1615418072
1663437727,1616931976
1663437728,176362816
1663437729,1324074128
1663437730,460469184
1663437731,1528318312
1663437732,1596420992
1663437733,1774886576
1663437734,2047089784
1663437735,2127890272
1663437736,2309026880
1663437737,757623264
1663437738,807852400
