t,value
1663422762,115537544
1663422763,118222272
1663422764,120020048
1663422765,127097968
1663422766,110636032
1663422767,209176440
1663422768,153391616
1663422769,452600440
1663422770,1108749688
1663422771,117601520
1663422772,1077841728
1663422773,709798840
1663422774,1120852624
1663422775,162561104
1663422776,722476744
1663422777,1318768008
1663422778,1384627312
1663422779,1386123960
1663422780,1809471472
1663422781,1961912344
1663422782,993218776
1663422783,831620752
1663422784,974335240
1663422785,1339396488
1663422786,1185235600
1663422787,1910162168
1663422788,2088325976
1663422789,489379336
1663422790,524801824
1663422791,564515672
1663422792,980542400
1663422793,631313768
1663422794,860358088
1663422795,924433160
1663422796,1468228136
