t,value
1663361591,4560000000
1663361592,4610000000
1663361593,4660000000
1663361594,4680000000
1663361595,4720000000
1663361596,4740000000
1663361597,4760000000
1663361598,4770000000
1663361599,4820000000
1663361600,4830000000
1663361601,4850000000
1663361602,6460000000
1663361603,8540000000
1663361604,11080000000
1663361605,13220000000
1663361606,13960000000
1663361607,14610000000
1663361608,14860000000
1663361609,14920000000
1663361610,15070000000
1663361611,15080000000
1663361612,15100000000
1663361613,15920000000
1663361614,17330000000
1663361615,17410000000
1663361616,17420000000
1663361617,17430000000
1663361618,17490000000
1663361619,17560000000
1663361619,17600000000
