t,value
1663356592,4430000000
1663356593,4480000000
1663356594,4510000000
1663356595,4570000000
1663356596,7380000000
1663356597,9820000000
1663356598,11950000000
1663356599,15240000000
1663356600,16430000000
1663356601,18740000000
1663356602,21770000000
1663356603,23610000000
1663356604,26610000000
1663356605,27530000000
1663356606,27570000000
1663356607,28170000000
1663356608,31640000000
1663356609,34420000000
1663356610,37850000000
1663356611,41020000000
1663356612,43820000000
1663356613,46330000000
1663356614,47200000000
1663356615,47800000000
1663356616,49030000000
1663356617,52150000000
1663356618,54360000000
1663356619,56520000000
