t,value
1663373420,4470000000
1663373421,4530000000
1663373422,4580000000
1663373423,4620000000
1663373424,6930000000
1663373425,9660000000
1663373426,11930000000
1663373427,15000000000
1663373428,18040000000
1663373429,19050000000
1663373430,19060000000
1663373431,19110000000
1663373432,19600000000
1663373433,22680000000
1663373434,25870000000
1663373435,28880000000
1663373436,30910000000
1663373437,30920000000
1663373438,30940000000
1663373439,32380000000
1663373440,35450000000
1663373441,38590000000
1663373442,41540000000
1663373443,44550000000
1663373444,46680000000
