t,value
1663353720,5040000000
1663353721,5100000000
1663353722,5130000000
1663353723,5170000000
1663353724,5190000000
1663353725,5840000000
1663353726,6940000000
1663353727,8030000000
1663353728,9310000000
1663353729,10480000000
1663353730,11440000000
1663353731,12240000000
1663353732,13220000000
1663353733,14280000000
1663353734,14880000000
1663353735,14960000000
1663353736,15170000000
1663353737,15920000000
1663353738,16890000000
1663353739,18020000000
1663353740,18890000000
1663353741,19030000000
1663353742,19180000000
1663353743,19750000000
1663353744,20750000000
1663353745,21420000000
1663353746,22140000000
