t,value
1663353175,4710000000
1663353176,4760000000
1663353177,4790000000
1663353178,4830000000
1663353179,4850000000
1663353180,5230000000
1663353181,6460000000
1663353182,7580000000
1663353183,8900000000
1663353184,9970000000
1663353185,11130000000
1663353186,12040000000
1663353187,12990000000
1663353188,13900000000
1663353189,15040000000
1663353190,15120000000
1663353191,15880000000
1663353192,17020000000
1663353193,17970000000
1663353194,18200000000
1663353195,18240000000
1663353196,18880000000
1663353197,19890000000
1663353198,20880000000
1663353199,21450000000
1663353200,22370000000
1663353201,23320000000
1663353202,23940000000
1663353203,24300000000
1663353204,25180000000
1663353205,25520000000
1663353206,25750000000
1663353207,26720000000
1663353207,26860000000
