t,value
1663428847,4400000000
1663428848,4450000000
1663428849,4510000000
1663428850,4550000000
1663428851,7330000000
1663428852,10010000000
1663428853,12040000000
1663428854,15380000000
1663428855,18410000000
1663428856,19500000000
1663428857,22280000000
1663428858,25570000000
1663428859,28150000000
1663428860,29790000000
1663428861,33050000000
1663428862,36020000000
1663428863,38410000000
1663428864,38710000000
1663428865,38720000000
1663428866,38880000000
1663428867,41310000000
1663428868,44430000000
1663428869,47540000000
1663428870,51360000000
1663428871,54010000000
1663428872,57100000000
1663428873,61490000000
1663428874,62830000000
1663428875,65020000000
1663428876,66560000000
1663428877,66980000000
1663428878,66980000000
1663428879,68220000000
1663428880,71350000000
1663428881,74570000000
1663428882,77030000000
1663428883,80030000000
1663428884,81480000000
