t,value
1663438116,4490000000
1663438117,4550000000
1663438118,4580000000
1663438119,5100000000
1663438120,7810000000
1663438121,10780000000
1663438122,12650000000
1663438123,15990000000
1663438124,16940000000
1663438125,20240000000
1663438126,21820000000
1663438127,24970000000
1663438128,27190000000
1663438129,28210000000
1663438130,30520000000
1663438131,34450000000
1663438132,36620000000
1663438133,39730000000
1663438134,41320000000
1663438135,43700000000
1663438136,44990000000
1663438137,48260000000
1663438138,50830000000
1663438139,51560000000
