t,value
1663366538,4450000000
1663366539,4500000000
1663366540,4540000000
1663366541,4570000000
1663366542,7350000000
1663366543,10120000000
1663366544,12880000000
1663366545,15990000000
1663366546,17150000000
1663366547,20050000000
1663366548,21030000000
1663366549,24290000000
1663366550,24690000000
1663366551,24720000000
1663366552,27590000000
1663366553,30800000000
1663366554,34410000000
1663366555,36450000000
1663366556,38490000000
1663366557,38720000000
1663366558,41730000000
1663366559,44060000000
