t,value
1663369558,4530000000
1663369559,4590000000
1663369560,4650000000
1663369561,4680000000
1663369562,5210000000
1663369563,6440000000
1663369564,7730000000
1663369565,9350000000
1663369566,11450000000
1663369567,12740000000
1663369568,13760000000
1663369569,13950000000
1663369570,13970000000
1663369571,13990000000
1663369572,14190000000
1663369573,14230000000
1663369574,15760000000
1663369575,17680000000
1663369576,18690000000
1663369577,20300000000
1663369578,21360000000
1663369579,21560000000
1663369580,21600000000
1663369581,21610000000
1663369582,22310000000
1663369583,23360000000
1663369584,24430000000
1663369585,25470000000
1663369586,26330000000
1663369587,27350000000
1663369588,28440000000
1663369589,28520000000
