t,count
1663368939,0
1663368940,0
1663368941,0
1663368942,0
1663368943,0
1663368944,0
1663368945,0
1663368946,0
1663368947,0
1663368948,3450794369
1663368949,3450794369
1663368950,3450794369
1663368951,5300125977
1663368952,5300125977
1663368953,5300125977
1663368954,5300125977
1663368955,5300125977
1663368956,6856474454
1663368957,6856474454
1663368958,8685621943
1663368959,8984844387
1663368960,9194564395
1663368961,9223859737
1663368962,9223859737
1663368963,9223859737
1663368964,10505019377
