t,count
1663352311,0
1663352312,0
1663352313,0
1663352314,0
1663352315,0
1663352316,0
1663352317,0
1663352319,0
1663352319,0
1663352320,0
1663352321,0
1663352322,0
1663352323,0
1663352324,0
1663352325,0
1663352326,3743839727
1663352327,3743839727
1663352328,3743839727
1663352329,3743839727
1663352330,3743839727
1663352331,5536734983
1663352332,5575324516
1663352333,5575324516
1663352334,5575324516
1663352335,6961315067
1663352336,6961315067
1663352337,6961315067
1663352338,6961315067
1663352339,8409364020
1663352340,8409364020
1663352341,8409364020
1663352342,9988739240
1663352343,9988739240
1663352344,9988739240
1663352345,9988739240
1663352346,11570551114
1663352347,11570551114
1663352348,11759877541
1663352349,11923653751
1663352350,12178172755
1663352351,12228190690
1663352352,12228190690
1663352354,12228190690
1663352354,13584444204
1663352355,13584444204
1663352356,13584444204
1663352357,15135486816
1663352358,15143753343
1663352359,15143753343
1663352360,16579529887
1663352360,16579529887
