t,count
1663369122,0
1663369123,0
1663369124,0
1663369125,0
1663369126,0
1663369127,0
1663369128,0
1663369129,0
1663369130,0
1663369131,0
1663369132,4190248049
1663369133,4190248049
1663369134,4190248049
1663369135,4190248049
1663369136,4190248049
1663369137,4190248049
1663369138,7696937212
1663369139,7696937212
1663369140,7696937212
1663369141,7696937212
1663369142,7696937212
1663369144,7696937212
1663369144,7696937212
1663369145,7696937212
1663369146,10607643858
1663369147,10607643858
1663369148,10607643858
1663369149,10607643858
1663369150,14079347852
1663369151,14421257042
1663369152,14749525377
1663369153,14778613034
1663369154,14778613034
1663369155,14778613034
1663369156,14778613034
1663369157,14778613034
1663369158,14778613034
1663369159,17388806049
