t,count
1663426492,0
1663426493,0
1663426494,0
1663426495,0
1663426496,0
1663426497,0
1663426498,0
1663426499,0
1663426500,0
1663426501,6356066627
1663426502,6356066627
1663426503,6356066627
1663426504,10984861881
1663426505,11050617502
1663426506,11050617502
1663426507,11050617502
1663426508,11050617502
1663426509,17685443018
1663426510,17685443018
1663426511,17685443018
1663426512,20047169281
1663426513,20047169281
1663426514,20047169281
1663426515,25324610622
1663426516,25324610622
1663426517,25324610622
1663426518,25324610622
1663426519,25324610622
1663426520,32059072318
1663426521,32640143590
1663426522,33860482159
1663426523,33923978959
1663426524,33923978959
1663426525,36008109095
1663426526,36008109095
1663426527,36008109095
1663426528,36008109095
1663426529,36008109095
1663426530,41117242348
1663426531,41117242348
1663426532,41117242348
1663426532,45437785501
